Word,Frequency
বিদ্বেষ,112
স্বার্থান্বেষী,112
পূর্তিতে,112
কলের,112
প্রতিবেশীদের,112
টিকা।,112
হৃদযন্ত্রের,112
আহমদকে,112
মানদণ্ড,112
ইয়াকুব,112
‘সব,112
তুলেন,112
ডায়াবেটিক,112
টমাস,112
মশাবাহিত,112
নওয়াজ,112
প্রতিষ্ঠানও,112
মাস্ক।,112
প্রাক্কলন,112
ভিক্ষুক,112
ঝাল,112
কর্মহীনদের,112
ঢাকা-টাঙ্গাইল,112
মোর,112
নেই।’,112
পুলিশnan,112
১৭৪,112
"দুজন,",112
সোর্স,112
উনাকে,112
সুবিধাভোগীদের,112
"খসরু,",112
রমেশ,112
চি,112
মে’র,112
সদা,112
গোয়েন্দারা।,112
উপরন্তু,112
স্পষ্টভাবে,112
ফাহাদের,112
৬৬০,112
"পরিবর্তন,",112
অঢেল,112
একদলীয়,112
আছে-,112
দেয়াই,112
টাইমসের,112
পার্শ্ব,112
কলম্বিয়ার,112
১:৩০,112
মিড,112
১৯৭৭,112
প্রাইমএশিয়া,112
স্ক্রিনে,112
হেনস্তার,112
"অনুযায়ী,",112
বৈঠকটি,112
নৈপুণ্যে,112
বলুন,112
ব্রেক্সিট,112
কর্তৃত্ব,112
প্রযোজকের,112
গানই,112
ক্রিস্টিয়ানো,112
হটিয়ে,112
মিসাইল,112
সাইফউদ্দিন,112
অ্যাস্টন,112
গোলশূন্য,112
৮:০১,112
৩:২৫,112
১:১৪,112
২:৪৩,112
৩:১৪,112
৭:২০,112
৬:২৯,112
৬:৪১,112
১২:৩৫,112
১১:১৮,112
বিশেষজ্ঞের,111
ধুতে,111
হাড়ের,111
টিউমারের,111
শফি,111
শুক্কুর,111
ওয়াদুদ,111
হ্নীলা,111
নাগালের,111
ব্যস্ততম,111
একুশের,111
চসিক,111
দেন।এ,111
কি.মি.,111
সাময়িকভাবে,111
পোড়ানোর,111
প্রাণনাশের,111
কার্তুজ,111
ব্যবসা।,111
আহরণে,111
নিষ্কাশনের,111
শিল্পপতি,111
হৃদরোগের,111
সুদীপ,111
ইশরাত,111
অবতীর্ণ,111
ফলক,111
মোমিন,111
পরিচালককে,111
গোবিন্দ,111
দায়ভার,111
নির্দেশnan,111
দেবিদ্বার,111
খরচও,111
লাফ,111
"উদ্ধার,",111
"নিহত,",111
পালনকারী,111
কারবার,111
কোটিরও,111
খাদ্যবান্ধব,111
সেনবাগ,111
আলীম,111
মৃত্যু।,111
লম্পট,111
দু’বার,111
মিয়ানমার,111
সমন,111
অনুপ্রবেশকারী,111
পার্বতীপুর,111
পাউন্ড,111
উদ্ভাবনের,111
ছিদ্র,111
হকার্স,111
মৃণাল,111
ঘোরাঘুরি,111
দাঁড়িয়েছেন।,111
লোভে,111
কেজিপ্রতি,111
"ব্যাগ,",111
পক্ষই,111
১৯৩,111
করাকে,111
আটা,111
বিয়ে।,111
মসুর,111
"প্রশাসক,",111
সদস্যবিশিষ্ট,111
পুষ্পার্ঘ্য,111
ছাড়,111
জানাননি,111
পুরস্কারও,111
টাকার।,111
"মাংস,",111
জানায়নি।,111
অনুপ্রবেশের,111
আবেগঘন,111
অপরূপ,111
পর্যায়েও,111
মহাপরিকল্পনা,111
৫৬০,111
তামাকের,111
মিনিকেট,111
কমেনি।,111
গ্রিড,111
প্রমোশন,111
তি‌নি,111
বেবী,111
বাবুনগরীর,111
গেন্ডারিয়া,111
"প্রকাশ,",111
স্টোরে,111
সম্মেলন।,111
জাজিরার,111
পাঞ্জাব,111
যেতেন।,111
"এপ্রিল,",111
শাড়ির,111
নির্দেশের,111
গৃহকর্মীর,111
সুযোগটা,111
ডিসির,111
ক্ষতি।,111
মন্ত্রণালয়ে,111
গুলিস্তান,111
এনডিটিভি,111
মিঠুনের,111
হজযাত্রীর,111
বিপক্ষেই,111
সোফিয়া,111
মৌলবাদী,111
‘আবার,111
থোক,111
সঞ্চয়পত্রের,111
ইইউ,111
আইফোনের,111
ভাট।,111
ইয়েমেনের,111
গোলরক্ষকের,111
ব্যাটসম্যানরা।,111
৮:৪৬,111
৮:১৭,111
২:০৮,111
২:৫৬,111
কোল্ড,110
নিউমোনিয়ায়,110
ওষুধে,110
জামানের,110
অংশটি,110
ভগ্নিপতি,110
খুদে,110
রয়েছে।স্বদেশ,110
ঘটে।nan,110
দুর্বৃত্ত,110
"মল্লিক,",110
ঘোর,110
মালদ্বীপে,110
এয়ারলাইন্স।,110
ঘোড়ার,110
প্রভাবের,110
চিঠিও,110
হব।,110
সুষ্ঠ,110
নেপথ্য,110
অভিযানকে,110
দাশ।,110
নাহিদা,110
কিশোরগঞ্জে,110
তুলার,110
হামজা,110
আগমনের,110
ফিরছিলেন।,110
(০৪,110
"পারভীন,",110
তীরের,110
পরেছে,110
চেম্বারে,110
অধিষ্ঠিত,110
"ল্যাপটপ,",110
প্রতিরোধমূলক,110
বিশদ,110
কাদা,110
হাবিবুল্লাহ,110
হুকুম,110
বিশ্ববাসীর,110
মুজিবর,110
এনজিওর,110
বাসস্ট্যান্ডে,110
পারাপারে,110
জেলাকে,110
"পেয়েছেন,",110
ব্যাথা,110
৪৮টি,110
যাতায়াতে,110
"মেশিন,",110
‘যারা,110
ঢাল,110
বেতনভাতা,110
সংকটকে,110
রাঙামাটি,110
পয়সা।,110
ইন্ডাস্ট্রিজের,110
"পার্টি,",110
ঢলের,110
১৯৬,110
সহ-সম্পাদক,110
দুর্দিনে,110
করবার,110
ছয়জনকে,110
শ্রাবণ,110
শান,110
ঈশ্বরগঞ্জ,110
উপাত্ত,110
সংঘাতে,110
র‌্যাবকে,110
সংখ্যাটা,110
"প্রশ্ন,",110
ঘনবসতিপূর্ণ,110
দৃঢ়ভাবে,110
জ্বালা,110
নির্দেশেই,110
কাঁঠালবাড়ী,110
হাওয়ায়,110
তাসনিম,110
পুরনো।,110
প্রফেশনাল,110
nanবর্তমানে,110
(আইএসপিআর),110
দুয়েকটি,110
শাবান,110
১৮২,110
"পরিস্থিতি,",110
কুচকাওয়াজ,110
চালকল,110
বলবেন।,110
জনেরও,110
মার্কেন্টাইল,110
বৃত্ত,110
নামকরা,110
বলেছিলাম,110
নামবে।,110
"আফ্রিকা,",110
অপতৎপরতা,110
পারফরম্যান্সের,110
হলগুলো,110
হুঁশিয়ারি,110
রেকর্ডিং,110
মদিনায়,110
জিলহজ,110
মুভি,110
এক্সচেঞ্জে,110
প্রবেশাধিকার,110
ভারতnan,110
"থাকুক,",110
শাহরুখের,110
ঐশ্বরিয়া,110
জিতেছিলেন,110
ডার্ক,110
লঙ্কা,110
ছয়ের,110
খেলেননি,110
১১:১৭,110
নাগালে,109
জাহাঙ্গীরের,109
চারটা,109
লুটে,109
পক্ষকে,109
ভাসানীর,109
জমার,109
শিপিং,109
"বাচ্চু,",109
হয়।তবে,109
শীল,109
দু-এক,109
গোড়া,109
সত্বেও,109
তালুকদার।,109
বাবুলের,109
ভালুকায়,109
না।এর,109
দ্বায়িত্ব,109
জনসংহতি,109
আবির্ভূত,109
দেখবে।,109
সর্দার,109
হিড়িক,109
এনাম,109
মৎস,109
পূজামণ্ডপে,109
সেবা।,109
দৌরাত্ম্য,109
সম্ভ্রান্ত,109
বিনিয়োগ,109
দুর্দশা,109
বন্দোবস্ত,109
না’।,109
মহেশখালী,109
রাজী,109
৫৫টি,109
কুরুচিপূর্ণ,109
ইকোনমি,109
(০৩,109
পুত্রের,109
চূড়ান্তভাবে,109
সংবাদকর্মীদের,109
জীবনযাপনের,109
মাসুদের,109
নয়াপাড়া,109
ম্যাজিক,109
মাইক্রোবাসে,109
সুইডেন,109
প্রতিষ্ঠানগুলো।,109
রাডার,109
পারে।তিনি,109
আয়রন,109
নারকীয়,109
হবে।জানা,109
ম্যাক্স,109
মুজাহিদ,109
১২০টি,109
আশ্রিত,109
হয়েছে;,109
সাঘাটা,109
"সেনাবাহিনী,",109
প্রাণপণ,109
বসেছিল,109
নিছক,109
কামালকে,109
অ্যাপসের,109
সীতাকুণ্ড,109
স্নেহ,109
এমএম,109
খুলনা।,109
চাই।’,109
গুণ।,109
লড়াইটা,109
দলনেতা,109
সফরকে,109
উঁচিয়ে,109
তরুণ।,109
সর্বোত্তম,109
"বাড়বে,",109
বোঝানোর,109
ইজতেমায়,109
নিলামের,109
দেখল,109
দাঁড়ালেন,109
প্রকৌশলীরা,109
বাজানো,109
ফকিরাপুল,109
নার্সসহ,109
বাড়িয়ে,109
১২৭,109
কোভিড-১৯-এর,109
কথাnan,109
শিক্ষাক্রম,109
জিতেছে।,109
"হয়েছে।""nan",109
nanতারা,109
সিসা,109
nanটাকা,109
nanপ্রধানমন্ত্রীর,109
nanপ্রায়,109
প্যাভিলিয়নে,109
পাঠ্যবই,109
নেই’,109
নিরিখে,109
ক্ষুণ্ণ,109
শ্যুটিং,109
১২:৩০,109
টুর্নামেন্টটির,109
অনুরাগীদের,109
ব্রণ,109
দলকে।,109
"৬-৩,",109
৮:১৩,109
১:২৮,109
২:৫৭,109
১:৪৬,109
৫:২০,109
৪:১৬,109
২:৩২,109
২:১৬,109
২:৫৪,109
১:০৫,109
ভাবিয়ে,108
"রয়েছে,",108
চরফ্যাশনে,108
চুড়ান্ত,108
মামুন।,108
পাবনায়,108
নেভানোর,108
মারামারির,108
আঙ্গিকে,108
গুইমারা,108
খাগড়াছড়িতে,108
চারপাশ,108
